sample_id,CR.20.Cecal,CR.21.Cecal,CR.22.Cecal,CR.23.Cecal,Env.10.Cecal,Env.11.Cecal,Env.12.Cecal,Env.13.Cecal,Jax.40.Cecal,Jax.41.Cecal,Jax.42.Cecal,Jax.43.Cecal,Tac.30.Cecal,Tac.31.Cecal,Tac.32.Cecal,CR.20.Stool,CR.21.Stool,CR.22.Stool,CR.23.Stool,Evn.10.Stool,Env.11.Stool,Env.12.Stool,Jax.40.Stool,Jax.41.Stool,Jax.42.Stool,Jax.43.Stool,Tac.30.Stool,Tac.31.Stool,Tac.32.Stool,Tac.33.Stool
CR.20.Cecal,0,0.33303376663804923,0.3408649902989501,0.3560423827401119,0.5261396794599833,0.47462069939167667,0.4613884332446158,0.43034717619295826,0.548069877960516,0.5455600903539997,0.6018463397032257,0.46104709994533605,0.5537954812044813,0.5016426511786011,0.551988340132732,0.3686809775385172,0.3981579490572055,0.36348695707615236,0.38327566516195843,0.5255601721972315,0.4588070124165523,0.4967001611721383,0.6257018096236046,0.6215069630937395,0.5894648145684308,0.6094753421598155,0.6155671879496675,0.5114993081220983,0.5177877217319358,0.5302857348725263
CR.21.Cecal,0.33303376663804923,0,0.3173057149512252,0.3400212965610464,0.5485552236065443,0.4308746349397743,0.4266136317337465,0.4072785278297243,0.5611170497915363,0.5555058532358859,0.5872189048566263,0.4766022998991015,0.5452283777478689,0.4789053708354008,0.5268357450555881,0.3977279268360803,0.3291668833390437,0.3708081463182874,0.3521622310232125,0.471839971757591,0.44374989194605846,0.48061235907463185,0.6200894103441223,0.6182125776997784,0.5900911968359858,0.5950805198670436,0.5743790882712972,0.4765411474459548,0.5154102690072432,0.5212095206119345
CR.22.Cecal,0.3408649902989501,0.3173057149512252,0,0.31545075779184073,0.5441030247141575,0.44497786222203606,0.433925368505679,0.40955727670212916,0.5357093599579453,0.5363052274657583,0.5950919382997243,0.45466855593850597,0.5178122070602287,0.4894662929869084,0.5330547997967152,0.3712932648928115,0.38153704393811083,0.31126025471607577,0.33748335085351583,0.5020020261565621,0.45662078828006786,0.4751322361526544,0.6161148116096485,0.61882550444333,0.5861274196221712,0.6013583449987897,0.5578433581253738,0.470808424090433,0.50963168044106,0.5113203555558566
CR.23.Cecal,0.3560423827401119,0.3400212965610464,0.31545075779184073,0,0.5653145018560721,0.45107122745831646,0.42561536351137397,0.41061176706395885,0.563797016746751,0.5684029824167353,0.6370082487049651,0.4944880787148903,0.5482391543004196,0.5014017838856669,0.5659195955175099,0.42631779746897114,0.38908919840237816,0.39565435533608667,0.2720325617001499,0.48263307246147824,0.4917058304833869,0.4878968126213847,0.6503066745233772,0.6452534852486572,0.6108412277769467,0.6163670936543739,0.5818161949089049,0.4941263317532584,0.5224419788156494,0.5373834258180391
Env.10.Cecal,0.5261396794599833,0.5485552236065443,0.5441030247141575,0.5653145018560721,0,0.44685546887287964,0.4656479785124724,0.4730714504234045,0.6026686215739058,0.5841791181415819,0.6143865385739284,0.5152373362649367,0.5113106173357964,0.5525231711726591,0.5466349858216201,0.55612806462721,0.5757702905434678,0.5869718959589029,0.5643835005592093,0.5380687530020607,0.49879419636645383,0.5200671652797272,0.6568811320964614,0.6333136947535389,0.6168692288034057,0.6313016084001951,0.6316750512601533,0.5058651415732247,0.584864916347894,0.5828485109513589
Env.11.Cecal,0.47462069939167667,0.4308746349397743,0.44497786222203606,0.45107122745831646,0.44685546887287964,0,0.32290223166388404,0.28433930224934156,0.5886402336417581,0.596276180441727,0.6527059583321366,0.5296381468506983,0.49826987550616764,0.44550028289651916,0.5287606874833174,0.4554905096296084,0.5079299714867683,0.48704989113604596,0.480392617020007,0.4099796329729094,0.3973225520490272,0.4075664847707457,0.6655785814247345,0.6714253222541213,0.6200142684871968,0.633271245760972,0.5906359213530888,0.4307159832570832,0.47596673772073345,0.4980058891033187
Env.12.Cecal,0.4613884332446158,0.4266136317337465,0.433925368505679,0.42561536351137397,0.4656479785124724,0.32290223166388404,0,0.2769431774673007,0.5739442171820057,0.5741211674472814,0.616406880694843,0.5260176772256275,0.4746328172876473,0.4449450017465476,0.5285119582007988,0.4741890580507088,0.5096053083208457,0.48003416467985527,0.4485976564631589,0.3732064937511286,0.3360911490638333,0.380018265073192,0.6529819513978894,0.6278686197800893,0.6292594365664745,0.6234756296534834,0.6019444708205877,0.4262891247327966,0.46712901427569803,0.4933474216411558
Env.13.Cecal,0.43034717619295826,0.4072785278297243,0.40955727670212916,0.41061176706395885,0.4730714504234045,0.28433930224934156,0.2769431774673007,0,0.5369060679188074,0.5534470131821122,0.6100406893000307,0.49356197668743407,0.4887531441301539,0.45390003384151667,0.5271368741636662,0.4683928622079835,0.5030874781877204,0.45802533651170246,0.44289700938908483,0.3938475498095625,0.39343958076947205,0.33713715923372134,0.623072091846077,0.629843228111251,0.5931443744598923,0.5833023686561585,0.5803859692434813,0.4136394315910047,0.4607644714493064,0.4931336113920988
Jax.40.Cecal,0.548069877960516,0.5611170497915363,0.5357093599579453,0.563797016746751,0.6026686215739058,0.5886402336417581,0.5739442171820057,0.5369060679188074,0,0.2595321645377145,0.29229678665543596,0.35756457300681743,0.5306541999588381,0.5328347875293206,0.5250165401591333,0.5696019181885259,0.6192374610395245,0.5850238666354025,0.5849152824956277,0.6082653283355565,0.5528679295233848,0.5828247575143414,0.33650807697453594,0.2858298914519224,0.3351089011111053,0.27961671726892434,0.558428628412745,0.5150098072480361,0.594531129063984,0.5401357305453046
Jax.41.Cecal,0.5455600903539997,0.5555058532358859,0.5363052274657583,0.5684029824167353,0.5841791181415819,0.596276180441727,0.5741211674472814,0.5534470131821122,0.2595321645377145,0,0.28165297402649503,0.3104570045729829,0.5540991067678726,0.5651523858662075,0.548858014770591,0.5904904475759506,0.6069346859867973,0.6047466001531144,0.6026848996500682,0.6417037031972697,0.569613387881307,0.6022531209041047,0.41050992957728877,0.27701082395387716,0.33266348570010007,0.2982935837505423,0.5469310366252298,0.5306915268258805,0.5988969559482635,0.5544815426080397
Jax.42.Cecal,0.6018463397032257,0.5872189048566263,0.5950919382997243,0.6370082487049651,0.6143865385739284,0.6527059583321366,0.616406880694843,0.6100406893000307,0.29229678665543596,0.28165297402649503,0,0.3615509806045752,0.6064811494066892,0.6140507553248291,0.5858289031361759,0.6329125968944507,0.6588755355966284,0.6493212549975953,0.6446945903610416,0.6623089695370826,0.598832965116322,0.6477729271841418,0.39479211195680824,0.27786513512085803,0.32887263223195606,0.31323436496929413,0.6219702108532655,0.5896788340445722,0.6537709167896196,0.6181833505573151
Jax.43.Cecal,0.46104709994533605,0.4766022998991015,0.45466855593850597,0.4944880787148903,0.5152373362649367,0.5296381468506983,0.5260176772256275,0.49356197668743407,0.35756457300681743,0.3104570045729829,0.3615509806045752,0,0.5345034150955924,0.5200272715741275,0.5184378731565541,0.5038291469821231,0.5179491087056224,0.5117257900061754,0.5149056468290921,0.5848715699637091,0.4967388041781405,0.5525324732177693,0.46697719138641874,0.44112983430235236,0.3795831928890461,0.3928307799176762,0.564843103738158,0.4856441318252376,0.5619686471652698,0.532928056938052
Tac.30.Cecal,0.5537954812044813,0.5452283777478689,0.5178122070602287,0.5482391543004196,0.5113106173357964,0.49826987550616764,0.4746328172876473,0.4887531441301539,0.5306541999588381,0.5540991067678726,0.6064811494066892,0.5345034150955924,0,0.2885664089163301,0.2788623310789507,0.551678938198169,0.5853343504193513,0.5751251770562051,0.5809132567841878,0.536200501788348,0.5231345479436265,0.4840681636350449,0.6440895691507945,0.6037115957461989,0.5931523842251026,0.56390876878279,0.365499306150713,0.28995077437954725,0.3921867345853155,0.342359848744286
Tac.31.Cecal,0.5016426511786011,0.4789053708354008,0.4894662929869084,0.5014017838856669,0.5525231711726591,0.44550028289651916,0.4449450017465476,0.45390003384151667,0.5328347875293206,0.5651523858662075,0.6140507553248291,0.5200272715741275,0.2885664089163301,0,0.28771867986027183,0.5290365046133908,0.5246632241745439,0.509056919762396,0.5376838215167693,0.4730067751571094,0.433538659504667,0.45511457538186023,0.638121954374872,0.6255419636992937,0.5969148450926273,0.5828159365537257,0.4329979491440231,0.26780702855137856,0.29832536881127897,0.3279189712316703
Tac.32.Cecal,0.551988340132732,0.5268357450555881,0.5330547997967152,0.5659195955175099,0.5466349858216201,0.5287606874833174,0.5285119582007988,0.5271368741636662,0.5250165401591333,0.548858014770591,0.5858289031361759,0.5184378731565541,0.2788623310789507,0.28771867986027183,0,0.5641959575299712,0.6044549000919811,0.5556012293908739,0.5918520001071425,0.5567367935314396,0.5234967471510457,0.5493594273792364,0.6302295724940776,0.6184655697290729,0.592834697533071,0.5760206754222111,0.35202292351894027,0.32249367626976466,0.3858121771676578,0.3532941011802459
CR.20.Stool,0.3686809775385172,0.3977279268360803,0.3712932648928115,0.42631779746897114,0.55612806462721,0.4554905096296084,0.4741890580507088,0.4683928622079835,0.5696019181885259,0.5904904475759506,0.6329125968944507,0.5038291469821231,0.551678938198169,0.5290365046133908,0.5641959575299712,0,0.4041847247684143,0.42637921095364406,0.40721333772971796,0.5332340414805758,0.5326082022636983,0.5112839064408963,0.6224634233383017,0.6443548484274393,0.6185328175363068,0.6220073812284108,0.613486166707647,0.5055123504616577,0.5263360418734129,0.5267425038483371
CR.21.Stool,0.3981579490572055,0.3291668833390437,0.38153704393811083,0.38908919840237816,0.5757702905434678,0.5079299714867683,0.5096053083208457,0.5030874781877204,0.6192374610395245,0.6069346859867973,0.6588755355966284,0.5179491087056224,0.5853343504193513,0.5246632241745439,0.6044549000919811,0.4041847247684143,0,0.33901395405339035,0.377557966877165,0.5613319699043974,0.5405273941720654,0.5435243112083663,0.5972750073933495,0.6600579791765452,0.5598974984499098,0.6505984523149234,0.612544020996241,0.5355543382815102,0.4827970168597122,0.5059248016763772
CR.22.Stool,0.36348695707615236,0.3708081463182874,0.31126025471607577,0.39565435533608667,0.5869718959589029,0.48704989113604596,0.48003416467985527,0.45802533651170246,0.5850238666354025,0.6047466001531144,0.6493212549975953,0.5117257900061754,0.5751251770562051,0.509056919762396,0.5556012293908739,0.42637921095364406,0.33901395405339035,0,0.4195989435781772,0.5415750770477149,0.4876203562606885,0.5163204436138343,0.5786899337774042,0.672311205651199,0.5718694808596826,0.6446084475901663,0.5826763535049196,0.5093054192864033,0.46892883847306943,0.4804930427307037
CR.23.Stool,0.38327566516195843,0.3521622310232125,0.33748335085351583,0.2720325617001499,0.5643835005592093,0.480392617020007,0.4485976564631589,0.44289700938908483,0.5849152824956277,0.6026848996500682,0.6446945903610416,0.5149056468290921,0.5809132567841878,0.5376838215167693,0.5918520001071425,0.40721333772971796,0.377557966877165,0.4195989435781772,0,0.49231667096868453,0.4986417526843031,0.4979575730728638,0.6444572864023765,0.6391718753620509,0.6271304143442341,0.6387300923471436,0.6204165488248334,0.5387929555315868,0.5398945469938058,0.5695224227256371
Evn.10.Stool,0.5255601721972315,0.471839971757591,0.5020020261565621,0.48263307246147824,0.5380687530020607,0.4099796329729094,0.3732064937511286,0.3938475498095625,0.6082653283355565,0.6417037031972697,0.6623089695370826,0.5848715699637091,0.536200501788348,0.4730067751571094,0.5567367935314396,0.5332340414805758,0.5613319699043974,0.5415750770477149,0.49231667096868453,0,0.3489840520190557,0.3476639101392464,0.6629053717489098,0.6624010429844099,0.6659658328765278,0.6592474016514592,0.6342604417748267,0.41683686448355256,0.45703607295744736,0.5110602944515468
Env.11.Stool,0.4588070124165523,0.44374989194605846,0.45662078828006786,0.4917058304833869,0.49879419636645383,0.3973225520490272,0.3360911490638333,0.39343958076947205,0.5528679295233848,0.569613387881307,0.598832965116322,0.4967388041781405,0.5231345479436265,0.433538659504667,0.5234967471510457,0.5326082022636983,0.5405273941720654,0.4876203562606885,0.4986417526843031,0.3489840520190557,0,0.35948412203514063,0.6439117879720522,0.6257214862375791,0.6087204250009965,0.6054025925732149,0.6198597318092155,0.42780309552086077,0.45196693806072663,0.4907003782339773
Env.12.Stool,0.4967001611721383,0.48061235907463185,0.4751322361526544,0.4878968126213847,0.5200671652797272,0.4075664847707457,0.380018265073192,0.33713715923372134,0.5828247575143414,0.6022531209041047,0.6477729271841418,0.5525324732177693,0.4840681636350449,0.45511457538186023,0.5493594273792364,0.5112839064408963,0.5435243112083663,0.5163204436138343,0.4979575730728638,0.3476639101392464,0.35948412203514063,0,0.6393916290480529,0.660489418130631,0.6295123184662291,0.6115810215050834,0.5960427206938292,0.41314226570718476,0.4550179710704432,0.4937177497530962
Jax.40.Stool,0.6257018096236046,0.6200894103441223,0.6161148116096485,0.6503066745233772,0.6568811320964614,0.6655785814247345,0.6529819513978894,0.623072091846077,0.33650807697453594,0.41050992957728877,0.39479211195680824,0.46697719138641874,0.6440895691507945,0.638121954374872,0.6302295724940776,0.6224634233383017,0.5972750073933495,0.5786899337774042,0.6444572864023765,0.6629053717489098,0.6439117879720522,0.6393916290480529,0,0.37783468305852563,0.25852786912244363,0.4057391487966837,0.6478375577344324,0.6292470737455922,0.5999053490870984,0.5667020453303073
Jax.41.Stool,0.6215069630937395,0.6182125776997784,0.61882550444333,0.6452534852486572,0.6333136947535389,0.6714253222541213,0.6278686197800893,0.629843228111251,0.2858298914519224,0.27701082395387716,0.27786513512085803,0.44112983430235236,0.6037115957461989,0.6255419636992937,0.6184655697290729,0.6443548484274393,0.6600579791765452,0.672311205651199,0.6391718753620509,0.6624010429844099,0.6257214862375791,0.660489418130631,0.37783468305852563,0,0.40654963897979207,0.2869292099312485,0.6151661771857189,0.6003564240762277,0.6702076094561431,0.6344092850671534
Jax.42.Stool,0.5894648145684308,0.5900911968359858,0.5861274196221712,0.6108412277769467,0.6168692288034057,0.6200142684871968,0.6292594365664745,0.5931443744598923,0.3351089011111053,0.33266348570010007,0.32887263223195606,0.3795831928890461,0.5931523842251026,0.5969148450926273,0.592834697533071,0.6185328175363068,0.5598974984499098,0.5718694808596826,0.6271304143442341,0.6659658328765278,0.6087204250009965,0.6295123184662291,0.25852786912244363,0.40654963897979207,0,0.37803206898115566,0.595937328950396,0.5771068391467825,0.5652572411275966,0.5141407106737653
Jax.43.Stool,0.6094753421598155,0.5950805198670436,0.6013583449987897,0.6163670936543739,0.6313016084001951,0.633271245760972,0.6234756296534834,0.5833023686561585,0.27961671726892434,0.2982935837505423,0.31323436496929413,0.3928307799176762,0.56390876878279,0.5828159365537257,0.5760206754222111,0.6220073812284108,0.6505984523149234,0.6446084475901663,0.6387300923471436,0.6592474016514592,0.6054025925732149,0.6115810215050834,0.4057391487966837,0.2869292099312485,0.37803206898115566,0,0.5471287510265035,0.570024534746659,0.6359372903300222,0.5898973729573502
Tac.30.Stool,0.6155671879496675,0.5743790882712972,0.5578433581253738,0.5818161949089049,0.6316750512601533,0.5906359213530888,0.6019444708205877,0.5803859692434813,0.558428628412745,0.5469310366252298,0.6219702108532655,0.564843103738158,0.365499306150713,0.4329979491440231,0.35202292351894027,0.613486166707647,0.612544020996241,0.5826763535049196,0.6204165488248334,0.6342604417748267,0.6198597318092155,0.5960427206938292,0.6478375577344324,0.6151661771857189,0.595937328950396,0.5471287510265035,0,0.40438995695534474,0.4763482052537435,0.4117199087614699
Tac.31.Stool,0.5114993081220983,0.4765411474459548,0.470808424090433,0.4941263317532584,0.5058651415732247,0.4307159832570832,0.4262891247327966,0.4136394315910047,0.5150098072480361,0.5306915268258805,0.5896788340445722,0.4856441318252376,0.28995077437954725,0.26780702855137856,0.32249367626976466,0.5055123504616577,0.5355543382815102,0.5093054192864033,0.5387929555315868,0.41683686448355256,0.42780309552086077,0.41314226570718476,0.6292470737455922,0.6003564240762277,0.5771068391467825,0.570024534746659,0.40438995695534474,0,0.3286824546573706,0.2936084426962822
Tac.32.Stool,0.5177877217319358,0.5154102690072432,0.50963168044106,0.5224419788156494,0.584864916347894,0.47596673772073345,0.46712901427569803,0.4607644714493064,0.594531129063984,0.5988969559482635,0.6537709167896196,0.5619686471652698,0.3921867345853155,0.29832536881127897,0.3858121771676578,0.5263360418734129,0.4827970168597122,0.46892883847306943,0.5398945469938058,0.45703607295744736,0.45196693806072663,0.4550179710704432,0.5999053490870984,0.6702076094561431,0.5652572411275966,0.6359372903300222,0.4763482052537435,0.3286824546573706,0,0.26860860211720033
Tac.33.Stool,0.5302857348725263,0.5212095206119345,0.5113203555558566,0.5373834258180391,0.5828485109513589,0.4980058891033187,0.4933474216411558,0.4931336113920988,0.5401357305453046,0.5544815426080397,0.6181833505573151,0.532928056938052,0.342359848744286,0.3279189712316703,0.3532941011802459,0.5267425038483371,0.5059248016763772,0.4804930427307037,0.5695224227256371,0.5110602944515468,0.4907003782339773,0.4937177497530962,0.5667020453303073,0.6344092850671534,0.5141407106737653,0.5898973729573502,0.4117199087614699,0.2936084426962822,0.26860860211720033,0
